vehIdList,vehicleTypeList,mainMode,travelTime,OZone,DZone,actstart,actend,startTime
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_fwd_3,bus_type;tram_type,pt,9212.0,zone_17_12,zone_28_7,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_bwd_3,bus_type;tram_type,pt,9267.0,zone_12_13,zone_7_3,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_bwd_3,train_type;bus_type,pt,9279.0,zone_12_21,zone_3_18,home,work,25200.0
veh_Train_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_fwd_3,train_type;bus_type,pt,9279.0,zone_29_22,zone_17_29,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_bwd_3,train_type;bus_type,pt,9291.0,zone_7_22,zone_1_13,home,work,25200.0
veh_Tram_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_bwd_3,tram_type;bus_type,pt,9293.0,zone_13_9,zone_2_0,home,work,25200.0
veh_Bus_Line_2_dir_fwd_3,bus_type,pt,9317.0,zone_9_15,zone_16_22,home,work,25200.0
veh_Bus_Line_2_dir_fwd_2;veh_Train_Line_1_dir_bwd_3,bus_type;train_type,pt,9341.0,zone_11_18,zone_5_22,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_fwd_3,bus_type;tram_type,pt,9424.0,zone_14_20,zone_29_3,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_bwd_3,train_type;bus_type,pt,9467.0,zone_27_23,zone_2_1,home,work,25200.0
veh_Bus_Line_2_dir_bwd_3,bus_type,pt,9475.0,zone_7_13,zone_17_6,home,work,25200.0
veh_Tram_Line_1_dir_fwd_2;veh_Bus_Line_2_dir_fwd_3,tram_type;bus_type,pt,9500.0,zone_5_2,zone_18_12,home,work,25200.0
veh_Tram_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_fwd_3,tram_type;bus_type,pt,9511.0,zone_10_6,zone_1_14,home,work,25200.0
veh_Tram_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_fwd_3,tram_type;bus_type,pt,9534.0,zone_19_3,zone_1_28,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_2_dir_bwd_3,train_type;bus_type,pt,9536.0,zone_25_21,zone_13_14,home,work,25200.0
veh_Train_Line_1_dir_fwd_3,train_type,pt,9575.0,zone_0_23,zone_25_25,home,work,25200.0
veh_Train_Line_1_dir_bwd_3,train_type,pt,9577.0,zone_23_18,zone_0_26,home,work,25200.0
,,pt,9580.0,zone_22_17,zone_6_15,home,work,25200.0
,,pt,9654.0,zone_1_10,zone_12_18,home,work,25200.0
veh_Train_Line_1_dir_fwd_2;veh_Bus_Line_2_dir_bwd_3,train_type;bus_type,pt,9676.0,zone_8_20,zone_12_0,home,work,25200.0
veh_Train_Line_1_dir_fwd_2;veh_Bus_Line_3_dir_bwd_3,train_type;bus_type,pt,9683.0,zone_7_22,zone_27_9,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_bwd_3,train_type;bus_type,pt,9702.0,zone_20_19,zone_2_13,home,work,25200.0
veh_Bus_Line_2_dir_fwd_2;veh_Train_Line_1_dir_fwd_3,bus_type;train_type,pt,9735.0,zone_13_9,zone_21_21,home,work,25200.0
veh_Tram_Line_1_dir_fwd_2;veh_Bus_Line_3_dir_fwd_3,tram_type;bus_type,pt,9738.0,zone_25_3,zone_28_20,home,work,25200.0
veh_Bus_Line_2_dir_fwd_3,bus_type,pt,9791.0,zone_11_0,zone_17_28,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_bwd_3,bus_type;tram_type,pt,9792.0,zone_11_23,zone_3_4,home,work,25200.0
veh_Train_Line_1_dir_fwd_2;veh_Bus_Line_2_dir_bwd_3,train_type;bus_type,pt,9828.0,zone_3_25,zone_13_9,home,work,25200.0
veh_Tram_Line_1_dir_fwd_2;veh_Bus_Line_3_dir_bwd_3,tram_type;bus_type,pt,9848.0,zone_10_4,zone_26_0,home,work,25200.0
veh_Tram_Line_1_dir_bwd_2;veh_Bus_Line_2_dir_fwd_3,tram_type;bus_type,pt,9850.0,zone_20_2,zone_11_23,home,work,25200.0
veh_Bus_Line_2_dir_fwd_2;veh_Train_Line_1_dir_fwd_3,bus_type;train_type,pt,9895.0,zone_16_12,zone_21_26,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_bwd_3,train_type;bus_type,pt,9897.0,zone_25_21,zone_3_6,home,work,25200.0
veh_Bus_Line_1_dir_bwd_3,bus_type,pt,9906.0,zone_4_28,zone_2_15,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_bwd_3,bus_type;tram_type,pt,9907.0,zone_11_14,zone_1_8,home,work,25200.0
veh_Tram_Line_1_dir_bwd_2;veh_Bus_Line_2_dir_fwd_3,tram_type;bus_type,pt,9959.0,zone_25_4,zone_18_29,home,work,25200.0
veh_Train_Line_1_dir_fwd_2;veh_Bus_Line_2_dir_bwd_3,train_type;bus_type,pt,9973.0,zone_2_25,zone_18_19,home,work,25200.0
,,pt,9975.0,zone_10_29,zone_24_23,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_bwd_3,bus_type;tram_type,pt,10018.0,zone_14_27,zone_0_3,home,work,25200.0
veh_Train_Line_1_dir_bwd_3,train_type,pt,10022.0,zone_28_21,zone_11_22,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_fwd_3,bus_type;tram_type,pt,10052.0,zone_12_14,zone_18_4,home,work,25200.0
veh_Train_Line_1_dir_fwd_2;veh_Bus_Line_3_dir_bwd_3,train_type;bus_type,pt,10058.0,zone_9_23,zone_27_8,home,work,25200.0
veh_Tram_Line_1_dir_bwd_3,tram_type,pt,10071.0,zone_28_5,zone_5_8,home,work,25200.0
veh_Tram_Line_1_dir_fwd_2;veh_Bus_Line_2_dir_fwd_3,tram_type;bus_type,pt,10199.0,zone_5_7,zone_12_21,home,work,25200.0
veh_Bus_Line_2_dir_fwd_2;veh_Train_Line_1_dir_bwd_3,bus_type;train_type,pt,10205.0,zone_10_14,zone_2_21,home,work,25200.0
veh_Tram_Line_1_dir_fwd_2;veh_Bus_Line_2_dir_fwd_3,tram_type;bus_type,pt,10217.0,zone_7_9,zone_11_19,home,work,25200.0
veh_Tram_Line_1_dir_fwd_2;veh_Bus_Line_3_dir_fwd_3,tram_type;bus_type,pt,10227.0,zone_22_9,zone_27_27,home,work,25200.0
veh_Tram_Line_1_dir_fwd_2;veh_Bus_Line_3_dir_fwd_3,tram_type;bus_type,pt,10229.0,zone_11_8,zone_26_28,home,work,25200.0
veh_Tram_Line_1_dir_fwd_2;veh_Bus_Line_2_dir_fwd_3,tram_type;bus_type,pt,10278.0,zone_10_2,zone_19_18,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_bwd_3,train_type;bus_type,pt,10298.0,zone_13_24,zone_3_0,home,work,25200.0
veh_Tram_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_fwd_3,tram_type;bus_type,pt,10306.0,zone_21_3,zone_2_15,home,work,25200.0
veh_Train_Line_1_dir_fwd_2;veh_Bus_Line_3_dir_bwd_3,train_type;bus_type,pt,10326.0,zone_4_26,zone_26_20,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_bwd_3,train_type;bus_type,pt,10464.0,zone_19_26,zone_3_14,home,work,25200.0
veh_Tram_Line_1_dir_fwd_2;veh_Bus_Line_3_dir_fwd_3,tram_type;bus_type,pt,10531.0,zone_4_4,zone_25_11,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_fwd_3,bus_type;tram_type,pt,10559.0,zone_12_15,zone_27_8,home,work,25200.0
,,pt,10566.0,zone_27_18,zone_14_10,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_bwd_3,bus_type;tram_type,pt,10593.0,zone_11_17,zone_6_2,home,work,25200.0
veh_Tram_Line_1_dir_bwd_2;veh_Bus_Line_2_dir_fwd_3,tram_type;bus_type,pt,10605.0,zone_20_7,zone_19_28,home,work,25200.0
veh_Bus_Line_2_dir_fwd_3,bus_type,pt,10607.0,zone_21_12,zone_11_28,home,work,25200.0
veh_Bus_Line_1_dir_bwd_3,bus_type,pt,10671.0,zone_3_28,zone_4_0,home,work,25200.0
veh_Bus_Line_2_dir_fwd_2;veh_Train_Line_1_dir_bwd_3,bus_type;train_type,pt,10681.0,zone_20_16,zone_5_27,home,work,25200.0
veh_Bus_Line_2_dir_fwd_2;veh_Train_Line_1_dir_fwd_3,bus_type;train_type,pt,10700.0,zone_14_4,zone_25_20,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_bwd_3,bus_type;tram_type,pt,10737.0,zone_19_18,zone_8_10,home,work,25200.0
veh_Train_Line_1_dir_fwd_2;veh_Bus_Line_3_dir_bwd_3,train_type;bus_type,pt,10738.0,zone_5_26,zone_25_1,home,work,25200.0
veh_Tram_Line_1_dir_fwd_2;veh_Bus_Line_3_dir_bwd_3,tram_type;bus_type,pt,10812.0,zone_7_1,zone_25_0,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_bwd_3,train_type;bus_type,pt,10858.0,zone_20_27,zone_5_12,home,work,25200.0
,,pt,10859.0,zone_27_11,zone_17_22,home,work,25200.0
veh_Train_Line_1_dir_fwd_2;veh_Bus_Line_2_dir_bwd_3,train_type;bus_type,pt,10959.0,zone_5_22,zone_10_15,home,work,25200.0
veh_Bus_Line_3_dir_fwd_3,bus_type,pt,10983.0,zone_24_14,zone_25_29,home,work,25200.0
,,pt,10984.0,zone_2_0,zone_14_11,home,work,25200.0
veh_Tram_Line_1_dir_fwd_2;veh_Bus_Line_2_dir_fwd_3,tram_type;bus_type,pt,11036.0,zone_6_3,zone_20_18,home,work,25200.0
,,pt,11113.0,zone_27_14,zone_13_22,home,work,25200.0
veh_Tram_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_fwd_3,tram_type;bus_type,pt,11170.0,zone_22_8,zone_5_13,home,work,25200.0
,,pt,11209.0,zone_1_14,zone_17_20,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_fwd_3,bus_type;tram_type,pt,11294.0,zone_10_18,zone_21_1,home,work,25200.0
veh_Tram_Line_1_dir_fwd_2;veh_Bus_Line_3_dir_fwd_3,tram_type;bus_type,pt,11323.0,zone_9_9,zone_24_29,home,work,25200.0
,,pt,11334.0,zone_29_13,zone_14_21,home,work,25200.0
veh_Train_Line_1_dir_fwd_2;veh_Bus_Line_2_dir_bwd_3,train_type;bus_type,pt,11394.0,zone_9_27,zone_8_12,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_bwd_3,train_type;bus_type,pt,11516.0,zone_18_23,zone_5_1,home,work,25200.0
veh_Tram_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_fwd_3,tram_type;bus_type,pt,11554.0,zone_20_8,zone_5_14,home,work,25200.0
veh_Train_Line_1_dir_bwd_3;veh_Bus_Line_1_dir_bwd_4,train_type;bus_type,pt,11563.0,zone_23_29,zone_0_18,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_fwd_3,bus_type;tram_type,pt,11642.0,zone_14_28,zone_22_11,home,work,25200.0
veh_Bus_Line_2_dir_fwd_3;veh_Train_Line_1_dir_bwd_4,bus_type;train_type,pt,11674.0,zone_12_1,zone_8_24,home,work,25200.0
,,pt,11769.0,zone_3_29,zone_0_15,home,work,25200.0
veh_Bus_Line_2_dir_bwd_3,bus_type,pt,11849.0,zone_14_29,zone_21_0,home,work,25200.0
veh_Train_Line_1_dir_fwd_2;veh_Bus_Line_2_dir_bwd_3;veh_Tram_Line_1_dir_fwd_4,train_type;bus_type;tram_type,pt,11869.0,zone_9_25,zone_21_6,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_bwd_3,train_type;bus_type,pt,11876.0,zone_21_25,zone_5_14,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_bwd_3;veh_Bus_Line_1_dir_fwd_4,bus_type;tram_type;bus_type,pt,11921.0,zone_9_17,zone_1_17,home,work,25200.0
,,pt,11923.0,zone_6_16,zone_13_2,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_bwd_3;veh_Bus_Line_1_dir_fwd_4,bus_type;tram_type;bus_type,pt,11973.0,zone_11_15,zone_1_18,home,work,25200.0
veh_Train_Line_1_dir_fwd_3;veh_Bus_Line_3_dir_bwd_4,train_type;bus_type,pt,11992.0,zone_0_24,zone_29_0,home,work,25200.0
veh_Tram_Line_1_dir_bwd_3;veh_Bus_Line_1_dir_fwd_4,tram_type;bus_type,pt,12028.0,zone_12_1,zone_1_29,home,work,25200.0
veh_Tram_Line_1_dir_bwd_2;veh_Bus_Line_2_dir_fwd_3,tram_type;bus_type,pt,12029.0,zone_21_9,zone_8_14,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_1_dir_bwd_3,train_type;bus_type,pt,12084.0,zone_16_26,zone_6_15,home,work,25200.0
veh_Train_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_fwd_3,train_type;bus_type,pt,12105.0,zone_24_28,zone_8_29,home,work,25200.0
,,pt,12126.0,zone_24_16,zone_11_4,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_2_dir_bwd_3;veh_Tram_Line_1_dir_fwd_4,train_type;bus_type;tram_type,pt,12244.0,zone_21_22,zone_22_7,home,work,25200.0
veh_Train_Line_1_dir_bwd_3;veh_Bus_Line_1_dir_bwd_4,train_type;bus_type,pt,12261.0,zone_22_29,zone_1_13,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_2_dir_bwd_3,train_type;bus_type,pt,12293.0,zone_24_24,zone_7_0,home,work,25200.0
,,pt,12368.0,zone_27_12,zone_12_22,home,work,25200.0
veh_Train_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_bwd_4,train_type;bus_type,pt,12616.0,zone_29_25,zone_17_10,home,work,25200.0
veh_Bus_Line_2_dir_fwd_2;veh_Train_Line_1_dir_fwd_3;veh_Bus_Line_3_dir_bwd_4,bus_type;train_type;bus_type,pt,12668.0,zone_14_16,zone_27_17,home,work,25200.0
,,pt,12698.0,zone_0_4,zone_20_5,home,work,25200.0
veh_Train_Line_1_dir_bwd_3;veh_Bus_Line_1_dir_bwd_4,train_type;bus_type,pt,12738.0,zone_27_27,zone_2_18,home,work,25200.0
veh_Tram_Line_1_dir_bwd_2;veh_Bus_Line_2_dir_fwd_3;veh_Train_Line_1_dir_bwd_4,tram_type;bus_type;train_type,pt,12828.0,zone_26_3,zone_7_21,home,work,25200.0
,,pt,12846.0,zone_26_0,zone_19_15,home,work,25200.0
,,pt,12909.0,zone_29_12,zone_8_15,home,work,25200.0
veh_Bus_Line_2_dir_fwd_2;veh_Train_Line_1_dir_fwd_3;veh_Bus_Line_3_dir_bwd_4,bus_type;train_type;bus_type,pt,12910.0,zone_17_13,zone_29_15,home,work,25200.0
veh_Train_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_bwd_4,train_type;bus_type,pt,12922.0,zone_20_29,zone_13_4,home,work,25200.0
,,pt,12925.0,zone_6_17,zone_9_1,home,work,25200.0
veh_Train_Line_1_dir_bwd_3;veh_Bus_Line_1_dir_bwd_4,train_type;bus_type,pt,12928.0,zone_25_28,zone_1_20,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_bwd_3;veh_Bus_Line_1_dir_fwd_4,bus_type;tram_type;bus_type,pt,12960.0,zone_15_16,zone_1_19,home,work,25200.0
veh_Bus_Line_2_dir_bwd_3;veh_Tram_Line_1_dir_fwd_4,bus_type;tram_type,pt,12986.0,zone_9_15,zone_20_7,home,work,25200.0
veh_Train_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_bwd_4,train_type;bus_type,pt,13001.0,zone_24_18,zone_14_9,home,work,25200.0
veh_Tram_Line_1_dir_bwd_3;veh_Bus_Line_1_dir_fwd_4,tram_type;bus_type,pt,13038.0,zone_28_5,zone_2_23,home,work,25200.0
veh_Tram_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_fwd_4,tram_type;bus_type,pt,13152.0,zone_28_9,zone_12_16,home,work,25200.0
veh_Tram_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_fwd_4,tram_type;bus_type,pt,13163.0,zone_21_0,zone_12_22,home,work,25200.0
veh_Tram_Line_1_dir_bwd_2;veh_Bus_Line_2_dir_fwd_3;veh_Train_Line_1_dir_bwd_4,tram_type;bus_type;train_type,pt,13219.0,zone_24_9,zone_4_25,home,work,25200.0
,,pt,13234.0,zone_0_9,zone_20_5,home,work,25200.0
veh_Bus_Line_2_dir_bwd_3;veh_Tram_Line_1_dir_bwd_4,bus_type;tram_type,pt,13243.0,zone_21_17,zone_10_7,home,work,25200.0
veh_Tram_Line_1_dir_bwd_3;veh_Bus_Line_1_dir_fwd_4,tram_type;bus_type,pt,13273.0,zone_28_4,zone_3_18,home,work,25200.0
veh_Train_Line_1_dir_fwd_2;veh_Bus_Line_2_dir_bwd_3;veh_Tram_Line_1_dir_fwd_4,train_type;bus_type;tram_type,pt,13291.0,zone_8_24,zone_19_7,home,work,25200.0
veh_Tram_Line_1_dir_bwd_2;veh_Bus_Line_2_dir_fwd_3;veh_Train_Line_1_dir_bwd_4,tram_type;bus_type;train_type,pt,13314.0,zone_20_6,zone_5_21,home,work,25200.0
veh_Bus_Line_2_dir_fwd_3;veh_Train_Line_1_dir_bwd_4,bus_type;train_type,pt,13326.0,zone_12_1,zone_3_23,home,work,25200.0
veh_Tram_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_fwd_4,tram_type;bus_type,pt,13338.0,zone_26_1,zone_12_22,home,work,25200.0
,,pt,13467.0,zone_29_1,zone_19_16,home,work,25200.0
,,pt,13545.0,zone_0_0,zone_21_5,home,work,25200.0
veh_Tram_Line_1_dir_fwd_2;veh_Bus_Line_2_dir_fwd_3;veh_Train_Line_1_dir_bwd_4,tram_type;bus_type;train_type,pt,13558.0,zone_4_7,zone_7_20,home,work,25200.0
,,pt,13595.0,zone_29_18,zone_7_21,home,work,25200.0
,,pt,13611.0,zone_25_13,zone_10_1,home,work,25200.0
,,pt,13618.0,zone_1_14,zone_22_19,home,work,25200.0
veh_Train_Line_1_dir_fwd_3;veh_Bus_Line_2_dir_bwd_4,train_type;bus_type,pt,13645.0,zone_5_28,zone_16_3,home,work,25200.0
veh_Train_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_bwd_4,train_type;bus_type,pt,13697.0,zone_28_25,zone_11_5,home,work,25200.0
veh_Tram_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_fwd_4,tram_type;bus_type,pt,13714.0,zone_27_9,zone_18_25,home,work,25200.0
,,pt,13745.0,zone_27_14,zone_9_4,home,work,25200.0
veh_Tram_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_fwd_4,tram_type;bus_type,pt,13795.0,zone_24_1,zone_10_13,home,work,25200.0
veh_Tram_Line_1_dir_fwd_3;veh_Bus_Line_3_dir_fwd_4,tram_type;bus_type,pt,13847.0,zone_13_0,zone_26_25,home,work,25200.0
veh_Bus_Line_2_dir_fwd_2;veh_Train_Line_1_dir_bwd_3;veh_Bus_Line_1_dir_bwd_4,bus_type;train_type;bus_type,pt,13911.0,zone_19_15,zone_4_12,home,work,25200.0
veh_Train_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_bwd_4,train_type;bus_type,pt,14005.0,zone_22_28,zone_17_2,home,work,25200.0
,,pt,14054.0,zone_29_11,zone_7_15,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_2_dir_bwd_3;veh_Tram_Line_1_dir_bwd_4,train_type;bus_type;tram_type,pt,14066.0,zone_24_22,zone_8_9,home,work,25200.0
veh_Train_Line_1_dir_bwd_3;veh_Bus_Line_1_dir_bwd_4,train_type;bus_type,pt,14140.0,zone_5_29,zone_2_3,home,work,25200.0
veh_Tram_Line_1_dir_bwd_2;veh_Bus_Line_2_dir_fwd_3;veh_Train_Line_1_dir_fwd_4,tram_type;bus_type;train_type,pt,14178.0,zone_23_5,zone_22_20,home,work,25200.0
veh_Train_Line_1_dir_bwd_2;veh_Bus_Line_2_dir_bwd_3;veh_Tram_Line_1_dir_bwd_4,train_type;bus_type;tram_type,pt,14178.0,zone_25_22,zone_10_9,home,work,25200.0
veh_Train_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_bwd_4,train_type;bus_type,pt,14441.0,zone_22_19,zone_9_12,home,work,25200.0
veh_Tram_Line_1_dir_fwd_3;veh_Bus_Line_3_dir_fwd_4,tram_type;bus_type,pt,14644.0,zone_2_8,zone_24_12,home,work,25200.0
,,pt,14766.0,zone_5_14,zone_19_29,home,work,25200.0
veh_Tram_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_fwd_4,tram_type;bus_type,pt,14809.0,zone_28_4,zone_9_18,home,work,25200.0
,,pt,14881.0,zone_3_18,zone_27_20,home,work,25200.0
veh_Bus_Line_2_dir_bwd_2;veh_Tram_Line_1_dir_fwd_3;veh_Bus_Line_3_dir_fwd_4,bus_type;tram_type;bus_type,pt,14960.0,zone_10_10,zone_24_14,home,work,25200.0
veh_Tram_Line_1_dir_fwd_3;veh_Bus_Line_2_dir_fwd_4,tram_type;bus_type,pt,14984.0,zone_1_3,zone_20_16,home,work,25200.0
veh_Tram_Line_1_dir_fwd_3;veh_Bus_Line_2_dir_fwd_4,tram_type;bus_type,pt,15011.0,zone_4_11,zone_9_29,home,work,25200.0
,,pt,15177.0,zone_2_17,zone_24_25,home,work,25200.0
,,pt,15219.0,zone_26_11,zone_14_28,home,work,25200.0
,,pt,15234.0,zone_29_9,zone_11_23,home,work,25200.0
,,pt,15267.0,zone_24_17,zone_5_28,home,work,25200.0
veh_Tram_Line_1_dir_bwd_3;veh_Bus_Line_2_dir_fwd_4,tram_type;bus_type,pt,15483.0,zone_29_4,zone_7_13,home,work,25200.0
veh_Bus_Line_2_dir_fwd_2;veh_Train_Line_1_dir_fwd_3;veh_Bus_Line_3_dir_bwd_4,bus_type;train_type;bus_type,pt,15581.0,zone_16_15,zone_23_0,home,work,25200.0
veh_Tram_Line_1_dir_fwd_3;veh_Bus_Line_3_dir_fwd_4,tram_type;bus_type,pt,15706.0,zone_13_0,zone_22_17,home,work,25200.0
,,pt,15784.0,zone_29_10,zone_10_23,home,work,25200.0
,,pt,16061.0,zone_27_13,zone_3_22,home,work,25200.0
,,pt,16213.0,zone_29_16,zone_3_14,home,work,25200.0
,,pt,16582.0,zone_23_16,zone_0_26,home,work,25200.0
,,pt,16879.0,zone_0_14,zone_24_3,home,work,25200.0
,,pt,16903.0,zone_0_12,zone_24_22,home,work,25200.0
,,pt,16956.0,zone_0_8,zone_27_5,home,work,25200.0
,,pt,17138.0,zone_27_16,zone_4_27,home,work,25200.0
,,pt,18076.0,zone_6_17,zone_26_0,home,work,25200.0
,,pt,18287.0,zone_29_8,zone_4_19,home,work,25200.0
,,pt,18332.0,zone_0_16,zone_26_28,home,work,25200.0
,,pt,18509.0,zone_1_0,zone_22_16,home,work,25200.0
,,pt,18685.0,zone_0_13,zone_28_3,home,work,25200.0
,,pt,18867.0,zone_29_0,zone_8_18,home,work,25200.0
,,pt,18953.0,zone_28_15,zone_1_4,home,work,25200.0
,,pt,19605.0,zone_0_15,zone_26_1,home,work,25200.0
,,pt,19779.0,zone_26_29,zone_18_5,home,work,25200.0
,,pt,19893.0,zone_0_14,zone_29_3,home,work,25200.0
,,pt,20072.0,zone_0_18,zone_28_5,home,work,25200.0
,,pt,20110.0,zone_0_27,zone_14_4,home,work,25200.0
,,pt,20560.0,zone_3_0,zone_26_19,home,work,25200.0
,,pt,20871.0,zone_2_10,zone_26_29,home,work,25200.0
,,pt,22185.0,zone_27_0,zone_13_26,home,work,25200.0
p_136,undefined,car,28.0,zone_11_26,zone_9_24,work,home,61200.0
p_432,undefined,car,136.0,zone_2_25,zone_9_23,work,home,61200.0
p_16,undefined,car,143.0,zone_5_15,zone_10_18,work,home,61200.0
p_100,undefined,car,143.0,zone_3_19,zone_11_16,work,home,61200.0
p_42,undefined,car,143.0,zone_10_17,zone_15_18,work,home,61200.0
p_339,undefined,car,150.0,zone_10_5,zone_13_10,work,home,61200.0
p_258,undefined,car,157.0,zone_13_15,zone_21_17,work,home,61200.0
p_153,undefined,car,164.0,zone_13_2,zone_16_8,work,home,61200.0
,,pt,245.0,zone_20_6,zone_21_6,work,home,61200.0
p_452,undefined,car,272.0,zone_9_8,zone_10_20,work,home,61200.0
p_277,undefined,car,272.0,zone_3_17,zone_14_20,work,home,61200.0
p_497,undefined,car,272.0,zone_16_19,zone_20_17,work,home,61200.0
p_88,undefined,car,272.0,zone_20_8,zone_29_16,work,home,61200.0
p_5,undefined,car,272.0,zone_18_17,zone_23_25,work,home,61200.0
p_480,undefined,car,272.0,zone_12_23,zone_6_25,work,home,61200.0
p_80,undefined,car,272.0,zone_20_21,zone_27_19,work,home,61200.0
p_402,undefined,car,279.0,zone_9_7,zone_17_0,work,home,61200.0
p_371,undefined,car,286.0,zone_11_3,zone_14_17,work,home,61200.0
p_443,undefined,car,286.0,zone_11_22,zone_15_20,work,home,61200.0
p_383,undefined,car,293.0,zone_13_20,zone_18_17,work,home,61200.0
p_172,undefined,car,293.0,zone_28_19,zone_21_28,work,home,61200.0
p_124,undefined,car,293.0,zone_5_25,zone_7_20,work,home,61200.0
p_114,undefined,car,293.0,zone_28_14,zone_26_20,work,home,61200.0
p_20,undefined,car,293.0,zone_20_6,zone_25_12,work,home,61200.0
p_174,undefined,car,293.0,zone_19_15,zone_27_12,work,home,61200.0
p_149,undefined,car,293.0,zone_6_22,zone_14_25,work,home,61200.0
p_220,undefined,car,293.0,zone_25_2,zone_26_0,work,home,61200.0
p_179,undefined,car,293.0,zone_24_28,zone_27_27,work,home,61200.0
p_261,undefined,car,300.0,zone_7_17,zone_28_17,work,home,61200.0
p_210,undefined,car,300.0,zone_8_1,zone_16_5,work,home,61200.0
p_29,undefined,car,300.0,zone_15_21,zone_24_24,work,home,61200.0
p_64,undefined,car,408.0,zone_6_23,zone_12_21,work,home,61200.0
p_83,undefined,car,408.0,zone_24_4,zone_25_18,work,home,61200.0
p_482,undefined,car,408.0,zone_14_11,zone_19_0,work,home,61200.0
p_307,undefined,car,408.0,zone_19_0,zone_11_0,work,home,61200.0
p_95,undefined,car,408.0,zone_28_11,zone_16_12,work,home,61200.0
p_99,undefined,car,408.0,zone_6_4,zone_18_14,work,home,61200.0
p_131,undefined,car,408.0,zone_18_11,zone_19_5,work,home,61200.0
p_59,undefined,car,408.0,zone_10_18,zone_14_24,work,home,61200.0
p_430,undefined,car,408.0,zone_6_12,zone_5_1,work,home,61200.0
p_112,undefined,car,408.0,zone_0_22,zone_5_11,work,home,61200.0
p_243,undefined,car,415.0,zone_12_1,zone_11_14,work,home,61200.0
p_406,undefined,car,415.0,zone_14_2,zone_16_20,work,home,61200.0
p_325,undefined,car,415.0,zone_27_25,zone_27_22,work,home,61200.0
p_495,undefined,car,415.0,zone_5_4,zone_9_19,work,home,61200.0
